date	time	username	to	replies	retweets	favorites	text	mentions	hashtags	id	permalink	processed_text	sentences_tone	document_tones	sadness	confident	joy	analytical	anger	tentative	fear
2020-04-01	02:39:31	ramesh_sehdev		0	0	0	AN APPEAL TO PRIME MINISTER JI... Please sanction at least max two crores at minimum ROI for those companies which are under distress & this lockdown will force them to close their companies. Sir lacs are working in these companies &amp; they will be left no where.			1245178951514767360	https://twitter.com/ramesh_sehdev/status/1245178951514767360	appeal prime minister ji please sanction least max two crore minimum roi company distress lockdown force close company sir lac working company left		[{'score': 0.730028, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-04-05	16:40:27	ravibrothers8		0	0	0	We are One We will be One We Together Fight against Corona Thank you Frontline departments #APFightsCorona #9baje9minutes – at Kalyan East		#APFightsCorona #9baje9minutes	1246840133036281856	https://twitter.com/ravibrothers8/status/1246840133036281856	one one together fight corona thank frontline department apfightscorona kalyan east		[{'score': 0.601045, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-03-29	18:41:44	naveend44824102		0	0	0	Let’s put some effort to overcome covid 19 problem... 			1244333941575667712	https://twitter.com/naveend44824102/status/1244333941575667712	put effort overcome covid problem		[{'score': 0.554956, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			1.0
2020-03-28	17:44:31	TusarkantaSata6		0	0	0	BCCI DONATES 51 Crs to P.M 's CORONA FUND Whose number one position holder stands behind number two position holder because number to can generate 16000 times profit in a year. 			1243957152659603456	https://twitter.com/TusarkantaSata6/status/1243957152659603456	bcci donates cr p.m corona fund whose number one position holder stand behind number two position holder number generate time profit year		[{'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-04-09	03:30:00	kumar_gyanendra		1	0	0	@CMOKerala We don't Know ; How Much said News is true? But still we feel safe that we are in Kerala without any panic ; it's because of a good administration and good government Policy. #Covid_19india #Lockdown21 #Coronaindia @ZeeNews @UPGovt @PMOIndia #KeralaFightsCorona	@CMOKerala @ZeeNews @UPGovt @PMOIndia	#Covid_19india #Lockdown21 #Coronaindia #KeralaFightsCorona	1248090760945094656	https://twitter.com/kumar_gyanendra/status/1248090760945094656	USER_MENTION dont know much said news true still feel safe kerala without panic good administration good government policy covid_19india lockdown21 coronaindia USER_MENTION USER_MENTION USER_MENTION keralafightscorona		[{'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-03-28	18:49:14	AdriftRider		0	0	0	#UPDATE: Summery of #coronavirus cases in #USA as of 28 March 2020 is following. Total Confirmed case : 113,677 Total Active cases : 108,555 Total deaths : 1,903 Total Recovered : 3,219 #COVID2019 #Covid19usa #CoronaUpdate #BREAKING		#UPDATE #coronavirus #USA #COVID2019 #Covid19usa #CoronaUpdate #BREAKING	1243973439968276480	https://twitter.com/AdriftRider/status/1243973439968276480	update summery coronavirus case usa march following total confirmed case total active case total death total recovered covid2019 covid19usa coronaupdate breaking		[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.878203, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-04-11	07:14:45	NavinParashar5		0	0	3	Today's Situation...! My Pencil sketch #coronavirusoutbreak #corona #stopthisvirus #SaturdayMorning #Lockdownextention		#coronavirusoutbreak #corona #stopthisvirus #SaturdayMorning #Lockdownextention	1248872095255334915	https://twitter.com/NavinParashar5/status/1248872095255334915	today situation pencil sketch coronavirusoutbreak corona stopthisvirus saturdaymorning lockdownextention		[]							
2020-04-05	13:11:40	DayanandJakhar	narendramodi	1	0	0	Main reason spreading Corona Virus in Armed Forces and becoming beyond control from further spreading is that whole Army lives in together in barracks and social distancing method is not possible. If Army gets infected then who will secure our country's border?			1246787590826622976	https://twitter.com/DayanandJakhar/status/1246787590826622976	main reason spreading corona virus armed force becoming beyond control spreading whole army life together barrack social distancing method possible army get infected secure country border		[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-04-05	17:06:32	Theabhisheknema		0	0	0	With these lamps, we also pray to God to get rid of this life-threatening pandemic as soon as possible. #stayhome #9mintuesat9pm #9minutesforindia #corona #5april9pm9minute #9pm9minutes #aprildiwali #lightsoff… https://www.instagram.com/p/B-m2F5Dl5lB/?igshid=18ghpq346clwc		#stayhome #stayhome #9mintuesat9pm #9minutesforindia #corona #5april9pm9minute #9pm9minutes #aprildiwali #lightsoff	1246846698930032641	https://twitter.com/Theabhisheknema/status/1246846698930032641	lamp also pray god get rid lifethreatening pandemic soon possible stayhome corona aprildiwali URL		[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-04-01	17:01:39	josephcheriyan9		0	0	0	Dears,Staring into the unblinking eyes of a global pandemic many of us are re_discovering the importance of truth. Indians who traveled abroad in recent weeks his their travel histories.Some went to the extent of… https://www.instagram.com/p/B-ciWkVg63a/?igshid=m5cvcm6mwkwq			1245395916892393472	https://twitter.com/josephcheriyan9/status/1245395916892393472	unblinking eye global pandemic many u re_discovering importance truth indian traveled abroad recent week travel histories.some went extent URL	[{'sentence_id': 0, 'text': 'unblinking eye global pandemic many u re_discovering importance truth indian traveled abroad recent week travel histories.some', 'tones': []}, {'sentence_id': 1, 'text': 'went extent URL', 'tones': []}]	[{'score': 0.71572, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]						1.0	
2020-04-03	06:29:10	abhishek		4	13	49	Install #AarogyaSetu app to help Indian govt fight #coronavirus - this app is available both on iOS and android - go install. #IndiaFightsCornona		#AarogyaSetu #coronavirus #IndiaFightsCornona	1245961522448191488	https://twitter.com/abhishek/status/1245961522448191488	install aarogyasetu app help indian govt fight coronavirus app available io android go install indiafightscornona		[{'score': 0.736325, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-03-27	17:40:24	rvaidy		1	0	1	Lock Down Not just Social mobilty, Chitta-Vruti too ! Take Care. Stay Safe. Be Blessed #StayHome #StaySafe #lockdownindia #Lockdown21 #HelpTheWorldHeal #CoronavirusOutbreakindia #COVID19 #CoronaCares #JanataCurfew #JantaCurfew #VoV #VisionOfVaidya		#StayHome #StayHome #StaySafe #lockdownindia #Lockdown21 #HelpTheWorldHeal #CoronavirusOutbreakindia #COVID19 #CoronaCares #JanataCurfew #JantaCurfew #VoV #VisionOfVaidya	1243593730134888449	https://twitter.com/rvaidy/status/1243593730134888449	lock social mobilty chittavruti take care stay safe blessed stayhome staysafe lockdownindia lockdown21 helptheworldheal coronavirusoutbreakindia covid19 coronacares janatacurfew jantacurfew vov visionofvaidya		[]							
2020-04-09	18:32:50	tatinenis		0	0	4	So #proningincovid19 is working tremendously, do consider early proning, don't get decieved with bad CXR n CT scans thinking complaince is low, it's not in contrary patient with 70 IBW was generating more than 650 ml TVs,higher PEEP was not required in this case #COVID19 #RTLife		#proningincovid19 #COVID19 #RTLife	1248317968481583104	https://twitter.com/tatinenis/status/1248317968481583104	proningincovid19 working tremendously consider early proning dont get decieved bad cxr n ct scan thinking complaince low contrary patient ibw generating ml peep required case covid19 rtlife		[{'score': 0.849929, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]				1.0			
2020-04-04	12:12:59	SivaroshanM	gopiharan	0	0	0	Now those people will have to be again lockdown inside their houses. 			1246410434988478471	https://twitter.com/SivaroshanM/status/1246410434988478471	people lockdown inside house		[]							
2020-03-25	18:16:31	satyap916	OfficeOfMorwal	0	1	2	I #SatyaPrakashSisodiya and my family will stay in my house for 21 days, following all the rules made by the government under lockdown and also make our neighbors aware. Thank you #MLAMurliMorwal ji for your public awareness tweet. Jai Hind 		#SatyaPrakashSisodiya #MLAMurliMorwal	1242878041010966528	https://twitter.com/satyap916/status/1242878041010966528	satyaprakashsisodiya family stay house day following rule made government lockdown also make neighbor aware thank mlamurlimorwal ji public awareness tweet jai hind		[{'score': 0.606867, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-04-14	08:04:26	rai19662003uti		0	0	0	@ArvindKejriwal request for urgently Mr Arvind KejriwalJi We are staying in Niranjan Park, Nangli Dairy, Najafgarh Road, NEW Delhi-110043. Requesting you to kindly make arrangements for Sanitizeration to safe fro Covid-19 Virus. We will very grateful to you for this action – at Nangli Dairy Bus Stand	@ArvindKejriwal		1249971765599600641	https://twitter.com/rai19662003uti/status/1249971765599600641	USER_MENTION request urgently mr arvind kejriwalji staying niranjan park nangli dairy najafgarh road new delhi110043 requesting kindly make arrangement sanitizeration safe fro covid19 virus grateful action nangli dairy bus stand		[{'score': 0.745253, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-04-14	14:20:37	Mhatre_Sheetal	AmitBhadricha	1	0	2	It wasn’t a rumour it’s improper planning by Central Goverment! Once to announce train booking then extend the lockdown! Looks like a political game to blame !			1250066434786504706	https://twitter.com/Mhatre_Sheetal/status/1250066434786504706	rumour improper planning central goverment announce train booking extend lockdown look like political game blame		[]							
2020-04-02	11:23:19	Prince015068074		1	0	0	I have cancelled three flights with PNR TFWT5F, UH5CPS and QHBMVC coz of Pandemic. Wen cancelled via airline it showd me full refund 35814.99 Rs but since I have booked from Yatra I cancelled here and it shows only 8840 will be refunded. @airindiain @IndiGo6E @YatraOfficial	@airindiain @IndiGo6E @YatraOfficial		1245673162072682496	https://twitter.com/Prince015068074/status/1245673162072682496	cancelled three flight pnr tfwt5f uh5cps qhbmvc coz pandemic wen cancelled via airline showd full refund r since booked yatra cancelled show refunded USER_MENTION USER_MENTION USER_MENTION		[{'score': 0.705514, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-04-08	19:55:44	KhannaPal		0	0	3	#Coronavirus Updates, April 8: COVID-19 Testing in India Shall be Free of Cost, Says Apex Court 		#Coronavirus	1247976440106070016	https://twitter.com/KhannaPal/status/1247976440106070016	coronavirus update april covid19 testing india shall free cost say apex court		[]							
2020-04-03	06:22:48	sakaltimes		0	0	0	PM #NarendraModi discusses #COVID19 forced national #lockdown with 49 top Indian athletes, including #ViratKohli and #PVSindhu, in a video call. http://www.sakaltimes.com #Sakal #SakalNews #SakalTimes #news #Corona #COVID2019 #CoronavirusOutbreakindia #COVID19Pandemic #COVID2019		#NarendraModi #COVID19 #lockdown #ViratKohli #PVSindhu #Sakal #SakalNews #SakalTimes #news #Corona #COVID2019 #CoronavirusOutbreakindia #COVID19Pandemic #COVID2019	1245959921331343360	https://twitter.com/sakaltimes/status/1245959921331343360	pm narendramodi discus covid19 forced national lockdown top indian athlete including viratkohli pvsindhu video call URL sakal sakalnews sakaltimes news corona covid2019 coronavirusoutbreakindia covid19pandemic covid2019		[{'score': 0.590119, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-03-30	04:26:19	DrKKChaturvedi1	IndiaToday	0	0	0	We will fight against this chini coronavirus,with our full strength...			1244481056285179904	https://twitter.com/DrKKChaturvedi1/status/1244481056285179904	fight chini full strength		[]							
2020-03-25	10:51:10	SanaaTauseef		1	7	42	Today Pakistan received one million surgical masks that include N95 masks from #China to combat the corona virus outbreak. A friend in need is a friend indeed 		#China	1242765967412822017	https://twitter.com/SanaaTauseef/status/1242765967412822017	today pakistan received one million surgical mask include n95 mask china combat corona virus outbreak friend need friend indeed		[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0					
2020-04-03	08:37:52	Saumya_Kalia		0	1	2	how secure does a leader have to be to get away without giving away facts or addressing humanitarian and logistical issues in his third speech during a pandemic, and still have people believe that everything he does is a masterstroke?			1245993909940924417	https://twitter.com/Saumya_Kalia/status/1245993909940924417	secure leader get away without giving away fact addressing humanitarian logistical issue third speech pandemic still people believe everything masterstroke		[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-04-08	08:41:59	msaeedherl	aamir_ibrahim01	0	0	1	Together we can and we will.... this is Pakistan #jazzcares #jazzpk #CoronaOutbreak #HelpingOthers Jazz pledges PKR 1.2 billion support towards Covid19 relief efforts https://profit.pakistantoday.com.pk/2020/04/08/jazz-pledges-pkr-1-2-billion-support-towards-covid19-relief-efforts/ via @Profitpk	@Profitpk	#jazzcares #jazzpk #CoronaOutbreak #HelpingOthers	1247806885324967937	https://twitter.com/msaeedherl/status/1247806885324967937	together pakistan jazzcares jazzpk coronaoutbreak helpingothers jazz pledge pkr billion support towards covid19 relief effort URL via USER_MENTION		[{'score': 0.570154, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-04-11	11:34:02	chaudharyr783	COVIDNewsByMIB	0	0	0	List of Govt Labs for #COVID19 tests.... 		#COVID19	1248937348340920320	https://twitter.com/chaudharyr783/status/1248937348340920320	list govt lab covid19 test		[{'score': 0.570207, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-04-12	09:52:12	shahidakhtar	dhanyarajendran	0	0	0	Congratulations to all. You fought the coronavirus and won valiantly. You're the source of inspiration for corona patients and for us also.			1249274107184607232	https://twitter.com/shahidakhtar/status/1249274107184607232	congratulation fought coronavirus valiantly youre source inspiration corona patient u also		[{'score': 0.920441, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-04-14	12:00:50	pt_ple	moonsunandmetn	0	1	2	This is the most surprising in the show. B said if not because of COVID19, they would enjoy a trip in Europe right now. H: you 2? B : No. (laugh) Who cares how many people'd go, I only care about both of them travel together. #SanookxBrightWin		#SanookxBrightWin	1250031257389420544	https://twitter.com/pt_ple/status/1250031257389420544	surprising show b said covid19 would enjoy trip europe right h b laugh care many peopled go care travel together sanookxbrightwin		[{'score': 0.71244, 'tone_id': 'joy', 'tone_name': 'Joy'}]			1.0				
2020-04-05	16:48:05	Mujahids1	TeamTrump	0	0	0	Trump ji I have one idea to get back CORONA, Drink 3 times hot water 30 min before Eating, And do wazu(wash mouth,nose,face,hands,masah on hair with washed hands and legs) 10 times per day And eat hot meal veg and mutton only no chicken Drink only water not drink for some days			1246842053025124353	https://twitter.com/Mujahids1/status/1246842053025124353	trump ji one idea get back corona drink time hot water min eating hair washed hand leg time per day eat hot meal veg mutton chicken drink water drink day		[]							
2020-04-11	11:23:17	DivyankSaha		0	1	2	Hey Twitter! New YouTube video coming up! #vlogger #realestate #realestateagent #realestatedeveloper #realtor #architect #architecture #traveler #travelgram #travelvlogger #travelandliving #travelblogger #covid19 #coronavirus #youtube #AestheticallyCorrect		#vlogger #realestate #realestateagent #realestatedeveloper #realtor #architect #architecture #traveler #travelgram #travelvlogger #travelandliving #travelblogger #covid19 #coronavirus #youtube #AestheticallyCorrect	1248934642394099712	https://twitter.com/DivyankSaha/status/1248934642394099712	hey twitter new youtube video coming vlogger realestate realestateagent realestatedeveloper realtor architect architecture traveler travelgram travelvlogger travelandliving travelblogger covid19 coronavirus youtube aestheticallycorrect		[]							
2020-04-02	06:09:02	itsamarpreet		0	1	9	Please Mrs Butler do not lose your patience #PoetryMonth #distancelearning @WPS_4E_2019 #QuarantineLife #lockdown 	@WPS_4E_2019	#PoetryMonth #distancelearning #QuarantineLife #lockdown	1245594069616607239	https://twitter.com/itsamarpreet/status/1245594069616607239	please mr butler lose patience poetrymonth distancelearning USER_MENTION quarantinelife lockdown		[{'score': 0.518643, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]	1.0						
2020-04-02	18:27:20	AbulAbb		2	11	16	‘Marriage can wait, not my patients’ Says Dr Shifa M Mohammed Instead of getting married, this doctor decided to don her protective gear and treat #Covid_19 patients . #मुस्लिम_खिदमतगार #COVID19Pandemic #COVIDー19		#Covid_19 #COVID19Pandemic #COVID	1245779868450783232	https://twitter.com/AbulAbb/status/1245779868450783232	wait say dr shifa mohammed instead getting married doctor decided protective gear treat covid_19 patient covid19pandemic		[{'score': 0.899126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]		1.0		1.0			
2020-04-04	06:21:53	rohit_tezpur	ImranKhanPTI	0	0	0	If u want to stop spreading the coronavirus follow your baap Narendra Modi ji .Have a crash course with him will help you a lot.			1246322078036320256	https://twitter.com/rohit_tezpur/status/1246322078036320256	u want stop spreading coronavirus follow baap narendra modi ji crash course help lot		[]							
